content,Positive,Neutral,Negative,Sentiment
真正出现在现实中并且造成人们的极大恐慌，,0.38051191,,0.61948809,negative
一个变态杀手把暴力漫画作家的作品逐一变成现实凶杀，,0.32464826,,0.67535174,negative
艺术让抽象变为现实，,0.49680711,,0.50319289,negative
现实版本的结局发生在微信群里，,0.49815444,,0.50184556,negative
瓦坎达日日终于和现实的日日演戏了，,0.42969579,,0.57030421,negative
可怕的现实就摆在你我的眼前。,0.32308282,,0.67691718,negative
没有寓意和影射黑暗现实的作品不会是DG的作品。,0.39775327,,0.60224673,negative
过度考虑现实意义和探寻作品背后的漏洞，,0.4516292,,0.5483708,negative
找到一个新的更充实的现实？,0.39411018,,0.60588982,negative
把记忆和现实又弄到了量子理论，,0.46511754,,0.53488246,negative
没有作者性也没有现实性,0.39250418,,0.60749582,negative
现实时间得故事用灰暗色调，,0.47949307,,0.52050693,negative
电影呈现了一种客观存在的现实，,0.48494761,,0.51505239,negative
回归现实的部分就真的是完全不值得拍出来。,0.33993446,,0.66006554,negative
周一回归现实，,0.48553202,,0.51446798,negative
在放纵与理智（或者说与现实）间，,0.45569024,,0.54430976,negative
这样的现实写意，,0.46473799,,0.53526201,negative
两人都sober的情况下面对的现实问题，,0.47212664,,0.52787336,negative
我还是很喜欢这种调调的爱情片我是被水里xoxo的图片吸引想看的这个电影就是很喜剧但我觉得现实里是真的到追到机场就结束了吧后面的在一起没必要哈哈哈,0.51087498,,0.48912502,positive
真放飞自我的果奔（骑摩托）之后还是要面对现实的星期一。,0.32562321,,0.67437679,negative
面对现实。,0.49986877,,0.50013123,negative
好好写一个“我们没有明天”的一见钟情式滥俗爱情故事都比这种强行加入“现实感”的不伦不类要强，,0.36049196,,0.63950804,negative
课上面对功课不会的现实,0.48090731,,0.51909269,negative
喜欢这种接近现实的感觉。,0.67574006,,0.32425994,positive
在现实场景里稍显突兀，,0.50516328,,0.49483672,positive
但是熊、热气球这种情节是脱离现实的，,0.4294975,,0.5705025,negative
但是现实中的商业操作加一星,0.41053758,,0.58946242,negative
缺乏现实层面逻辑，,0.43777752,,0.56222248,negative
事实上本片可以归为现实主义喜剧，,0.49155345,,0.50844655,negative
你更能看出现实中发生在我们每个人身上的代际沟通危机、情感表达无能以及成长衰老的烦恼。,0.32998053,,0.67001947,negative
似乎就像看到现实中我和老妈的翻版——我又有多少时间没有好好地拥抱这位生我养我、却又不时吵吵嚷嚷的人呢？,0.33008587,,0.66991413,negative
道出了一个现实生活中母子、夫妻之间真的会面临的在相处上可能会出现的问题。,0.42597139,,0.57402861,negative
如果说前半段还有点“现实主义”的话，,0.48920418,,0.51079582,negative
保持徐峥囧系列作品欢乐幽默的基调又是一部不同以往的“囧”系列电影除了浪漫的俄罗斯冒险导演以细腻的现实主义笔触描绘了一次前往心灵的旅途在“药神”之后回归到经典喜剧的呈现也聚焦心灵的治愈电影在欢乐温暖的基调中找寻普世的家庭日常有笑有泪亦有思考中国应该有属于自己的合家欢电影,0.64849734,,0.35150266,positive
和现实中的案件根本是两码事了。,0.500654,,0.499346,positive
但是现实生活中大家还是要遵纪守法，,0.49104246,,0.50895754,negative
现实世界里无法轻易获得的正义在电影里得到了伸张（《证人》里郑雨盛最后的作为联想起《找到你》的姚晨）。,0.55138627,,0.44861373,positive
感觉里外不是人...不知道现实生活中，,0.31162956,,0.68837044,negative
理想和现实的割裂，,0.4901216,,0.5098784,negative
在现实感之中透着理想化，,0.50027044,,0.49972956,positive
也黑了一把社会现实。,0.48653104,,0.51346896,negative
但是剧情还蛮不符合现实的，,0.2974879,,0.7025121,negative
追求内心理想和面对复杂现实的挣扎，,0.47151527,,0.52848473,negative
人也会在现实中疲惫不堪，,0.28128301,,0.71871699,negative
要过好现实生活、就必须交易道德。,0.40428405,,0.59571595,negative
是孩童之眼和悲悯情怀看见的现实世界。,0.37699053,,0.62300947,negative
"希望今后拍克苏鲁的创作者们能明白:「不可名状」不是故弄玄虚,「荒谬」「怪诞」不是无厘头或不可理喻,「高概念」不是脱离现实的充要条件和理由,追求新摄影/美学也绝非仅仅用过度以致廉价的Glitche就能糊弄过去。",0.46510895,,0.53489105,negative
对外星文明的深邃恐惧与现实世界的冲突与割裂可能算是脱轨的老概念了。,0.36084417,,0.63915583,negative
完全没处理好现实社会与恐怖之间的鸿沟，,0.34262421,,0.65737579,negative
异常的场景配上现实常见又熟悉的婴儿哭声，,0.48977218,,0.51022782,negative
4G美A版蓝光荒野贫村的抗强拆一家父亲的缺失与母亲的严厉死羊死鸡死马梦中的惊慌和现实的残忍只是又不惊悚也不紧张慢悠悠的节奏最后的结局更是让人迷糊,0.27698397,,0.72301603,negative
其实拍的挺现实的，,0.50060433,,0.49939567,positive
整个作战计划在现实中只进行了三天，,0.4889968,,0.5110032,negative
为仍存药品滥用、战后创伤的现实社会作出解读；与70年代的情况相比，,0.43616363,,0.56383637,negative
但更大的问题在于作者本意是体察较为严肃却又现实的问题，,0.43302734,,0.56697266,negative
冷冽的上帝视角刺入散漫的现实。,0.44326834,,0.55673166,negative
估计现实中能完美的结局点灯难找。,0.50579775,,0.49420225,positive
和卖拷贝老师以及某所谓家族相比那是十分现实主义；塑造人物更真诚：就这样了，,0.47876161,,0.52123839,negative
一个人深入营救不太现实，,0.46659894,,0.53340106,negative
那么好的题材拍的那么脱离现实很痛心，,0.31361083,,0.68638917,negative
现实中狙击手一击毙敌，,0.41779798,,0.58220202,negative
现实中也有很多。,0.49813303,,0.50186697,negative
现实并非如此，,0.4482977,,0.5517023,negative
我还真不信现实生活中那么重要的演习有空脱衣服。,0.48456923,,0.51543077,negative
现实中能被男主这种憨憨守护也是很好的，,0.66986029,,0.33013971,positive
最后明白高口碑可能其实是来自笨拙的现实比喻。,0.50309997,,0.49690003,positive
直白有力地对现实政治的反讽和影射，,0.48394942,,0.51605058,negative
以致于反而在现实逻辑上闭不了环。,0.43976052,,0.56023948,negative
再看看现实，,0.466044,,0.533956,negative
文本的容量并不止于推理过程像宣布遗产后的家庭撕逼或者各种现实影射，,0.4396348,,0.5603652,negative
而脱离现实生活的逻辑，,0.49300663,,0.50699337,negative
它刚梳理完人物关系就扔出自杀当晚归责于女主的现实一种，,0.43853797,,0.56146203,negative
是无助于与更复杂现实的勾连的，,0.31630663,,0.68369337,negative
也因此少了些沉在现实里的痛感，,0.30650811,,0.69349189,negative
将现实的议题解构于虚拟的案例，,0.48870458,,0.51129542,negative
有点超现实。,0.50658802,,0.49341198,positive
有强烈的现实意味。,0.48866116,,0.51133884,negative
渴望逃离现实的人类终于将一切意义都消解于电子产品营造的虚幻中，,0.36857664,,0.63142336,negative
这一幕已经属于现实了,0.48819571,,0.51180429,negative
3.活在幻想中比现实容易4.未来谁知道呢，,0.49461869,,0.50538131,negative
生活在幻想中比生活在现实中容易。”,0.49718855,,0.50281145,negative
更是面向所有对现实迷茫的人，,0.44860183,,0.55139817,negative
酒精是逃避现实的工具，,0.44486697,,0.55513303,negative
当麦叔讲起这段话时对应现实，,0.47769236,,0.52230764,negative
在三星和四星之间犹豫很久蛮工整的剧作包括首尾和几段关系的对应互文以论文与考试、毕业这般形式控制节奏虽然是可预见性的走向但几个叙事段落之间平缓顺滑果然中年男人的电影里女性都只是符号最近看了一些纯文本在思考如何创造冷静无聊的现实和另一重变形世界的极致割裂感其实酒精的世界就是另一重变形的现实而眼前的现实又如此乏善可陈最后纵身一跃便是主动消解了二者的割裂指向虚无也好指向美妙也好或许美妙即是虚无,0.5020026,,0.4979974,positive
似乎将现实做了下分割处理。,0.49686869,,0.50313131,negative
又把你拉回冰冷的现实，,0.29634347,,0.70365653,negative
诚然北欧有着不与世界岛东端一样的现实，,0.42032442,,0.57967558,negative
两段戏：新闻档案（勃列日涅夫、叶利钦、萨科齐）加入了现实中荒谬存在的真实、评选三位领导人中酗酒者罗斯福丘吉尔成为实现计划理想的借口；既定为中年危机必然是危机而非美梦，,0.50877388,,0.49122612,positive
有一定社会现实意义。,0.50030242,,0.49969758,positive
[2021_Film_33]故事真的不现实。,0.32602691,,0.67397309,negative
现实与幻境，,0.49992077,,0.50007923,negative
室内装修错视结构即虚无；最后的超自然力量洗白反而少了点现实张力，,0.46506254,,0.53493746,negative
于现实已足够惊悚。,0.4835808,,0.5164192,negative
让我结合现实逻辑来理解本片：电影里出现的一些神秘元素都是丽贝卡豪尔的丈夫的邪恶癖好，,0.39347821,,0.60652179,negative
现实中疯人院要是这样挺恐怖的,0.27403374,,0.72596626,negative
真正描绘了美国大农村的现实生活，,0.50544416,,0.49455584,positive
不知道导演是否在重复一种魔幻超现实。,0.51657222,,0.48342778,positive
这个在中韩现实环境中几乎都是不可能出现的了。,0.42650537,,0.57349463,negative
影片先是塑造一个温柔体贴完美到简直不可能在现实中存在的丈夫形象，,0.47488083,,0.52511917,negative
金智英节日回丈母娘家用自己母亲的口吻说出我心疼我女儿我也很想我女儿的时候真的太难过了想起妈妈以前跟我说你以后嫁人了才知道谁都没有你爸妈更心疼你平平凡凡的金智英是你是我所有人都有可能是金智英但并不是谁都会像金智英一样有美好的结局且爱她为她着想尊重她的丈夫现实往往比电影更加残酷,0.41373633,,0.58626367,negative
改编的比较温和不知道是不是因为怕太一针见血而顶不住社会压力总之电影里还是美化了男性这个群体现实要更比这残酷绝大多数女性根本就没有这种老公整体效果和小说有些出入但是内容也足够唤醒女性看女性想不想醒了,0.45670811,,0.54329189,negative
都有许许多多的“智英”正在现实中经历着类似的痛苦，,0.30000308,,0.69999692,negative
毫无现实感的韩国版我的前半生强行把所有女性议题生硬的凑到一起,0.33578207,,0.66421793,negative
现实中更多的女性，,0.49638022,,0.50361978,negative
家庭方面的压力真的相比现实小了很多。,0.53748472,,0.46251528,positive
如果现实的苦是100，,0.27914288,,0.72085712,negative
我也嫌弃戏剧化的处理方式冲淡了对现实的抨击力，,0.33072253,,0.66927747,negative
男主这种老公现实生活里应该不多吧，,0.46723372,,0.53276628,negative
因为现实总比电影残酷的多。,0.35220454,,0.64779546,negative
总觉得电影主动削弱了现实社会问题的尖锐性，,0.50327429,,0.49672571,positive
与现实的可能基本相悖。,0.49903566,,0.50096434,negative
结合现实中韩国男性对影片的集体抵制，,0.48184915,,0.51815085,negative
影片看似平淡和日常的情节中隐藏着一个又一个来自于无解现实的炸弹，,0.47754726,,0.52245274,negative
但是郑有美饰演的金智英依然是承载着现实中亚洲女性所背负的种种问题，,0.5290975,,0.4709025,positive
虽然这个设计本身过于象征化冲淡了影片的现实质感，,0.49000614,,0.50999386,negative
那现实世界中的女性处境就更可想而知了。,0.44209801,,0.55790199,negative
孔侑这个老公的角色也是好到有些不现实,0.29314452,,0.70685548,negative
